DATE,PRCP,TMAX,TMIN,RAIN
41846,0,79,56,FALSE
41847,0,83,59,FALSE
41848,0,87,59,FALSE
41849,0,86,60,FALSE
41850,0,85,58,FALSE
41851,0,87,64,FALSE
41852,0,84,59,FALSE
41853,0.02,85,60,TRUE
41854,0,89,58,FALSE
41855,0,91,61,FALSE
41856,0,77,57,FALSE
41857,0,79,59,FALSE
41858,0,78,56,FALSE
41859,0,78,56,FALSE
41860,0,81,60,FALSE
41861,0,87,57,FALSE
41862,0.02,96,64,TRUE
41863,0.5,81,63,TRUE
41864,0.85,74,59,TRUE
41865,0,70,63,FALSE
41866,0.04,76,62,TRUE
41867,0,78,60,FALSE
41868,0,82,59,FALSE
41869,0,85,60,FALSE
41870,0,81,60,FALSE
41871,0,71,57,FALSE
41872,0,70,52,FALSE
41873,0,75,56,FALSE
41874,0,82,57,FALSE
41875,0,77,56,FALSE
41876,0,84,58,FALSE
41877,0,88,60,FALSE
41878,0,84,61,FALSE
41879,0,74,58,FALSE
41880,0,73,59,FALSE
41881,0.33,64,59,TRUE
41882,0.05,70,57,TRUE
41883,0,74,55,FALSE
41884,0.12,68,57,TRUE
41885,0,69,55,FALSE
41886,0,75,52,FALSE
41887,0,82,57,FALSE
41888,0,90,59,FALSE
41889,0,83,56,FALSE
41890,0,70,56,FALSE
41891,0,71,56,FALSE
41892,0,72,54,FALSE
41893,0,76,55,FALSE
41894,0,76,55,FALSE
41895,0,83,50,FALSE
41896,0,86,53,FALSE
41897,0,87,54,FALSE
41898,0,72,57,FALSE
41899,0.02,73,58,TRUE
41900,0.01,67,59,TRUE
41901,0,75,61,FALSE
41902,0,76,58,FALSE
41903,0,79,55,FALSE
41904,0.01,72,59,TRUE
41905,0.72,66,58,TRUE
41906,0.8,66,58,TRUE
41907,0.17,71,58,TRUE
41908,0.35,68,57,TRUE
41909,0,69,53,FALSE
41910,0,66,54,FALSE
41911,0.03,62,52,TRUE
41912,0,67,54,FALSE
41913,0,65,52,FALSE
41914,0,67,50,FALSE
41915,0,72,48,FALSE
41916,0,71,54,FALSE
41917,0,75,53,FALSE
41918,0,78,56,FALSE
41919,0,66,57,FALSE
41920,0,69,55,FALSE
41921,0,63,52,FALSE
41922,0.01,65,50,TRUE
41923,0.29,65,53,TRUE
41924,0,64,53,FALSE
41925,0.3,70,50,TRUE
41926,0.28,62,53,TRUE
41927,0.34,61,53,TRUE
41928,0,69,52,FALSE
41929,0.13,62,53,TRUE
41930,0.59,67,57,TRUE
41931,0,72,55,FALSE
41932,0.46,61,54,TRUE
41933,0.04,61,53,TRUE
41934,1.26,60,53,TRUE
41935,0.37,58,47,TRUE
41936,0.16,58,48,TRUE
41937,0.24,62,47,TRUE
41938,0.06,55,46,TRUE
41939,0.03,60,44,TRUE
41940,0.5,59,49,TRUE
41941,0.02,62,53,TRUE
41942,1,60,52,TRUE
41943,0.67,55,47,TRUE
41944,0,52,45,FALSE
41945,0.07,56,45,TRUE
41946,0.43,57,52,TRUE
41947,0.16,58,51,TRUE
41948,0.19,59,51,TRUE
41949,0.16,62,51,TRUE
41950,0,58,45,FALSE
41951,0,55,39,FALSE
41952,0.2,56,46,TRUE
41953,0,52,42,FALSE
41954,0,46,34,FALSE
41955,0,44,32,FALSE
41956,0,45,33,FALSE
41957,0,45,28,FALSE
41958,0,47,29,FALSE
41959,0,49,28,FALSE
41960,0,51,28,FALSE
41961,0,45,31,FALSE
41962,0,52,36,FALSE
41963,0.14,52,42,TRUE
41964,0.6,52,47,TRUE
41965,0.02,49,44,TRUE
41966,0.47,55,42,TRUE
41967,0.05,53,40,TRUE
41968,0.72,57,49,TRUE
41969,0.01,59,54,TRUE
41970,0.13,58,53,TRUE
41971,1.35,55,38,TRUE
41972,0.14,40,24,TRUE
41973,0,37,23,FALSE
41974,0,40,26,FALSE
41975,0,42,26,FALSE
41976,0,50,32,FALSE
41977,0.03,47,39,TRUE
41978,0.12,55,44,TRUE
41979,0.29,53,46,TRUE
41980,0,58,43,FALSE
41981,0.36,58,48,TRUE
41982,0.39,61,51,TRUE
41983,0.51,66,50,TRUE
41984,0.27,58,47,TRUE
41985,0,52,45,FALSE
41986,0,50,39,FALSE
41987,0,55,35,FALSE
41988,0,54,44,FALSE
41989,0,50,47,FALSE
41990,0.11,48,43,TRUE
41991,0.51,49,44,TRUE
41992,0.12,52,45,TRUE
41993,0.77,55,44,TRUE
41994,0,55,50,FALSE
41995,0,51,43,FALSE
41996,0.81,54,41,TRUE
41997,0.21,45,39,TRUE
41998,0,46,37,FALSE
41999,0,42,35,FALSE
42000,0.13,49,40,TRUE
42001,0.16,44,37,TRUE
42002,0,43,33,FALSE
42003,0,38,28,FALSE
42004,0,38,27,FALSE
42005,0,42,26,FALSE
42006,0.06,42,32,TRUE
42007,0,41,35,FALSE
42008,0.4,51,38,TRUE
42009,0.32,54,49,TRUE
42010,0,54,43,FALSE
42011,0,46,42,FALSE
42012,0,46,35,FALSE
42013,0.01,50,38,TRUE
42014,0.23,46,43,TRUE
42015,0.06,49,45,TRUE
42016,0,52,40,FALSE
42017,0,49,37,FALSE
42018,0,43,33,FALSE
42019,0.38,46,34,TRUE
42020,0,53,42,FALSE
42021,1.03,56,38,TRUE
42022,0.84,57,45,TRUE
42023,0.02,50,43,TRUE
42024,0,50,38,FALSE
42025,0,45,31,FALSE
42026,0.03,49,43,TRUE
42027,0.23,54,47,TRUE
42028,0.02,58,52,TRUE
42029,0,63,45,FALSE
42030,0,61,43,FALSE
42031,0.03,52,47,TRUE
42032,0,54,41,FALSE
42033,0,54,38,FALSE
42034,0,47,34,FALSE
42035,0,45,38,FALSE
42036,0.06,49,40,TRUE
42037,0.29,52,41,TRUE
42038,0.05,50,42,TRUE
42039,0.33,51,40,TRUE
42040,1.03,56,47,TRUE
42041,0.68,58,50,TRUE
42042,0.93,54,49,TRUE
42043,0.14,59,47,TRUE
42044,0.24,56,47,TRUE
42045,0.01,55,47,TRUE
42046,0,55,42,FALSE
42047,0.04,62,49,TRUE
42048,0,60,44,FALSE
42049,0.01,58,44,TRUE
42050,0,54,39,FALSE
42051,0,59,42,FALSE
42052,0,61,40,FALSE
42053,0,54,40,FALSE
42054,0.18,51,47,TRUE
42055,0.03,52,45,TRUE
42056,0,54,42,FALSE
42057,0,53,38,FALSE
42058,0,55,33,FALSE
42059,0,52,36,FALSE
42060,0.16,50,44,TRUE
42061,0.37,53,46,TRUE
42062,0.72,50,44,TRUE
42063,0,54,38,FALSE
42064,0,52,34,FALSE
42065,0,52,40,FALSE
42066,0,51,32,FALSE
42067,0,55,31,FALSE
42068,0,56,37,FALSE
42069,0,59,38,FALSE
42070,0,62,39,FALSE
42071,0,63,39,FALSE
42072,0,58,40,FALSE
42073,0.03,56,41,TRUE
42074,0.1,58,48,TRUE
42075,0,64,49,FALSE
42076,0.08,63,46,TRUE
42077,0.67,57,49,TRUE
42078,2.2,51,43,TRUE
42079,0.04,57,43,TRUE
42080,0.03,56,40,TRUE
42081,0,60,45,FALSE
42082,0,60,47,FALSE
42083,0.16,57,48,TRUE
42084,0.15,56,47,TRUE
42085,0.04,53,43,TRUE
42086,0.32,52,42,TRUE
42087,0.3,55,43,TRUE
42088,0.2,58,45,TRUE
42089,0,69,50,FALSE
42090,0.04,65,48,TRUE
42091,0,60,49,FALSE
42092,0,60,48,FALSE
42093,0.07,64,51,TRUE
42094,0.04,55,43,TRUE
42095,0.2,55,42,TRUE
42096,0,56,42,FALSE
42097,0.06,52,41,TRUE
42098,0,55,39,FALSE
42099,0,62,37,FALSE
42100,0.04,57,44,TRUE
42101,0.02,58,44,TRUE
42102,0,63,43,FALSE
42103,0,63,43,FALSE
42104,0.43,57,46,TRUE
42105,0,53,42,FALSE
42106,0,56,42,FALSE
42107,0.55,53,39,TRUE
42108,0.13,53,37,TRUE
42109,0,57,38,FALSE
42110,0,64,39,FALSE
42111,0,66,43,FALSE
42112,0,66,47,FALSE
42113,0,70,47,FALSE
42114,0,73,46,FALSE
42115,0.22,63,44,TRUE
42116,0,60,41,FALSE
42117,0.12,54,44,TRUE
42118,0.13,54,43,TRUE
42119,0.05,56,42,TRUE
42120,0,60,40,FALSE
42121,0.01,77,51,TRUE
42122,0.07,60,48,TRUE
42123,0,61,45,FALSE
42124,0,63,46,FALSE
42125,0,65,48,FALSE
42126,0,65,46,FALSE
42127,0,69,46,FALSE
42128,0,63,45,FALSE
42129,0.24,58,45,TRUE
42130,0,62,45,FALSE
42131,0,69,43,FALSE
42132,0,75,47,FALSE
42133,0,80,49,FALSE
42134,0,67,52,FALSE
42135,0,57,50,FALSE
42136,0.17,60,51,TRUE
42137,0.16,54,50,TRUE
42138,0.01,64,49,TRUE
42139,0,68,49,FALSE
42140,0,60,52,FALSE
42141,0,67,51,FALSE
42142,0,78,54,FALSE
42143,0,71,53,FALSE
42144,0,74,51,FALSE
42145,0,78,53,FALSE
42146,0,62,53,FALSE
42147,0,61,53,FALSE
42148,0,64,52,FALSE
42149,0,60,52,FALSE
42150,0,71,53,FALSE
42151,0,76,53,FALSE
42152,0,82,54,FALSE
42153,0,79,55,FALSE
42154,0,73,50,FALSE
42155,0,77,53,FALSE
42156,0.18,61,53,TRUE
42157,0.02,64,55,TRUE
42158,0,68,53,FALSE
42159,0,73,53,FALSE
42160,0,80,55,FALSE
42161,0,85,56,FALSE
42162,0,88,60,FALSE
42163,0,87,58,FALSE
42164,0,84,58,FALSE
42165,0,78,52,FALSE
42166,0,76,52,FALSE
42167,0,68,53,FALSE
42168,0,75,49,FALSE
42169,0,82,53,FALSE
42170,0,86,61,FALSE
42171,0,73,52,FALSE
42172,0,77,52,FALSE
42173,0,76,57,FALSE
42174,0.02,75,56,TRUE
42175,0,77,55,FALSE
42176,0,78,57,FALSE
42177,0,77,55,FALSE
42178,0,79,53,FALSE
42179,0,78,61,FALSE
42180,0,87,60,FALSE
42181,0,89,64,FALSE
42182,0,92,63,FALSE
42183,0.01,83,65,TRUE
42184,0,84,63,FALSE
42185,0,87,59,FALSE
42186,0,90,63,FALSE
42187,0,93,64,FALSE
42188,0,92,64,FALSE
42189,0,92,59,FALSE
42190,0,91,62,FALSE
42191,0,85,60,FALSE
42192,0,81,57,FALSE
42193,0,86,58,FALSE
42194,0,84,58,FALSE
42195,0,70,62,FALSE
42196,0,72,62,FALSE
42197,0,79,62,FALSE
42198,0,78,61,FALSE
42199,0,82,61,FALSE
42200,0,79,58,FALSE
42201,0,79,59,FALSE
42202,0,82,57,FALSE
42203,0,92,64,FALSE
42204,0,95,63,FALSE
42205,0,80,62,FALSE
42206,0,75,59,FALSE
42207,0,75,57,FALSE
42208,0,79,58,FALSE
42209,0.01,73,56,TRUE
42210,0,70,58,FALSE
42211,0.08,72,57,TRUE
42212,0,74,54,FALSE
42213,0,82,57,FALSE
42214,0,90,58,FALSE
42215,0,94,63,FALSE
42216,0,94,64,FALSE
42217,0,92,60,FALSE
42218,0,87,61,FALSE
42219,0,83,63,FALSE
42220,0,79,58,FALSE
42221,0,74,54,FALSE
42222,0,77,59,FALSE
42223,0,83,60,FALSE
42224,0,77,60,FALSE
42225,0,83,59,FALSE
42226,0,84,61,FALSE
42227,0,86,62,FALSE
42228,0.3,83,62,TRUE
42229,0,83,60,FALSE
42230,1.2,65,59,TRUE
42231,0,71,57,FALSE
42232,0,77,58,FALSE
42233,0,81,57,FALSE
42234,0,86,59,FALSE
42235,0,89,61,FALSE
42236,0.08,73,58,TRUE
42237,0,72,58,FALSE
42238,0,80,54,FALSE
42239,0,82,57,FALSE
42240,0,75,54,FALSE
42241,0,78,54,FALSE
42242,0,83,57,FALSE
42243,0,85,58,FALSE
42244,0.02,74,60,TRUE
42245,1.28,72,56,TRUE
42246,0.4,68,55,TRUE
42247,0,66,61,FALSE
42248,0.23,67,57,TRUE
42249,0,67,52,FALSE
42250,0,65,51,FALSE
42251,0,65,50,FALSE
42252,0.01,69,48,TRUE
42253,0.21,61,53,TRUE
42254,0.01,70,56,TRUE
42255,0,73,56,FALSE
42256,0,76,57,FALSE
42257,0,77,58,FALSE
42258,0,81,59,FALSE
42259,0,80,58,FALSE
42260,0.02,69,55,TRUE
42261,0,62,51,FALSE
42262,0,64,50,FALSE
42263,0.04,68,50,TRUE
42264,0.07,65,55,TRUE
42265,0,67,55,FALSE
42266,0,70,58,FALSE
42267,0.16,73,54,TRUE
42268,0,65,49,FALSE
42269,0,66,46,FALSE
42270,0,69,47,FALSE
42271,0,72,52,FALSE
42272,0.08,60,55,TRUE
42273,0,65,50,FALSE
42274,0,64,45,FALSE
42275,0,70,49,FALSE
42276,0,71,48,FALSE
42277,0,65,50,FALSE
42278,0,70,49,FALSE
42279,0,60,50,FALSE
42280,0,67,52,FALSE
42281,0,73,50,FALSE
42282,0,74,49,FALSE
42283,0,65,50,FALSE
42284,0.39,61,57,TRUE
42285,0,66,56,FALSE
42286,0.01,67,54,TRUE
42287,1.13,70,56,TRUE
42288,0,64,51,FALSE
42289,0.18,65,51,TRUE
42290,0.05,62,49,TRUE
42291,0,59,50,FALSE
42292,0,70,49,FALSE
42293,0,68,48,FALSE
42294,0.01,67,53,TRUE
42295,0.15,59,55,TRUE
42296,0.01,63,54,TRUE
42297,0,64,51,FALSE
42298,0,61,47,FALSE
42299,0,61,48,FALSE
42300,0,55,45,FALSE
42301,0,59,48,FALSE
42302,0.35,67,48,TRUE
42303,0.27,54,50,TRUE
42304,0,61,46,FALSE
42305,0.13,57,52,TRUE
42306,0.07,59,54,TRUE
42307,0.76,63,53,TRUE
42308,1.3,60,53,TRUE
42309,1.03,54,48,TRUE
42310,0.01,52,45,TRUE
42311,0.03,51,41,TRUE
42312,0,50,38,FALSE
42313,0.05,53,46,TRUE
42314,0,60,47,FALSE
42315,0.5,54,49,TRUE
42316,0.26,52,46,TRUE
42317,0.13,50,41,TRUE
42318,0.05,52,39,TRUE
42319,0.06,52,43,TRUE
42320,0.39,52,41,TRUE
42321,1.32,56,49,TRUE
42322,1.86,49,43,TRUE
42323,0.88,48,36,TRUE
42324,0.08,48,35,TRUE
42325,1.16,56,44,TRUE
42326,0.06,48,38,TRUE
42327,0.08,48,37,TRUE
42328,0,47,33,FALSE
42329,0,48,33,FALSE
42330,0,50,35,FALSE
42331,0.12,44,32,TRUE
42332,0.28,44,37,TRUE
42333,0,45,32,FALSE
42334,0,49,30,FALSE
42335,0,49,29,FALSE
42336,0,45,27,FALSE
42337,0,35,28,FALSE
42338,0.02,42,25,TRUE
42339,0.48,50,39,TRUE
42340,0.1,51,40,TRUE
42341,0.5,60,46,TRUE
42342,0.08,51,43,TRUE
42343,0.62,50,43,TRUE
42344,0.44,55,45,TRUE
42345,1.08,52,47,TRUE
42346,2.13,60,50,TRUE
42347,0.53,54,46,TRUE
42348,0.37,53,43,TRUE
42349,0.01,49,40,TRUE
42350,0.63,48,42,TRUE
42351,0.05,46,43,TRUE
42352,0,46,35,FALSE
42353,0.06,44,34,TRUE
42354,0.14,43,37,TRUE
42355,0.86,44,39,TRUE
42356,0.73,48,40,TRUE
42357,0,47,37,FALSE
42358,0.17,46,40,TRUE
42359,1.08,42,37,TRUE
42360,0.18,46,37,TRUE
42361,0.24,41,37,TRUE
42362,0.1,42,36,TRUE
42363,0.23,41,36,TRUE
42364,0,40,32,FALSE
42365,0.34,40,35,TRUE
42366,0.06,41,35,TRUE
42367,0,45,33,FALSE
42368,0,42,30,FALSE
42369,0,42,28,FALSE
